brandid,brandname,category,overall_weighted_score,google_avg_rating,facebook_engagement_rate,google_perc_locations_in_3pack,google_perc_locations_in_3pack_percentile,google_avg_rating_percentile,facebook_engagement_rate_percentile,metric_average
483,AdvantaClean,Services - Repair & Maintenance,39,4.79,0.007205134415112618,0.3012,51.86,91.79,54.11,65.92
224,SERVPRO,Services - Repair & Maintenance,52,4.68,0.011166425355520737,0.829,84.62,85.18,65.6,78.46666666666667
220,Roto-Rooter,Services - Repair & Maintenance,68,4.64,0.0021343806027490824,0.8271,84.53,82.5,23.85,63.626666666666665
769,WOW 1 Day Painting,Services - Repair & Maintenance,42,4.72,0.004165193131360761,0.16,37.42,87.9,39.84,55.05333333333334
218,Restoration 1,Services - Repair & Maintenance,38,4.81,0.012358916478555306,0.1132,30.6,92.65,67.76,63.669999999999995
173,N-Hance Wood Refinishing,Services - Repair & Maintenance,41,4.78,0.008353696652838551,0.287,50.56,91.1,57.82,66.49333333333333
1,1-800 Water Damage,Services - Repair & Maintenance,46,4.92,0.008330762110459735,0.5135,66.34,97.54,57.74,73.87333333333333
104,Fresh Coat,Services - Repair & Maintenance,32,4.69,0.003643208452243609,0.1683,38.89,85.91,36.3,53.699999999999996
70,CPR Cell Phone Repair,Services - Repair & Maintenance,70,4.57,0.0003143767751447217,0.9178,92.65,78.09,3.11,57.95000000000001
171,Mr. Rooter,Services - Repair & Maintenance,55,4.62,0.004334897717909218,0.5738,69.66,81.2,41.05,63.970000000000006
47,CertaPro Painters,Services - Repair & Maintenance,52,4.71,0.004821894005212859,0.8047,82.97,87.29,44.51,71.58999999999999
869,The Flying Locksmiths,Services - Repair & Maintenance,51,4.7,0.0009855992991293873,0.6164,72.0,86.65,12.1,56.916666666666664
3172,Advantaclean,Services - Repair & Maintenance,39,4.79,0.005352558850838385,0.28,50.0,91.79,47.1,62.96333333333334
3637,Lime Painting,Services - Repair & Maintenance,35,4.81,0.009651733290436742,0.1562,36.73,92.65,61.97,63.78333333333333
264,ubreakifix,Services - Repair & Maintenance,61,4.53,0.0025057115483823424,0.9219,93.34,74.98,27.05,65.12333333333333
5,911 Restoration,Services - Repair & Maintenance,48,4.67,0.005715331446992412,0.5983,70.96,84.53,49.18,68.22333333333334
3259,Handyman Connection,Services - Repair & Maintenance,48,4.55,0.0009266409266409266,0.0175,16.42,76.79,10.89,34.7
2,1-800-GOT-JUNK?,Services - Waste Management,69,4.9,0.012470539097228436,0.125,32.63,96.59,68.28,65.83333333333333
2106,Stericycle,Services - Waste Management,26,3.4,4.578313253012048e-05,0.1441,35.44,9.68,0.52,15.213333333333333
2105,Waste Connections,Services - Waste Management,36,3.35,0.010488443289338598,0.6667,75.32,8.34,64.48,49.379999999999995
2104,Republic Services,Services - Waste Management,38,2.49,0.0009879606653800201,0.1327,33.79,0.39,12.19,15.456666666666665
2103,Junk King,Services - Waste Management,65,4.89,0.004027635777798432,0.9538,96.11,96.2,38.98,77.09666666666666
2102,Roadrunner Recycling,Services - Waste Management,21,3.18,0.0024552115701845243,0.2727,49.14,3.98,26.45,26.52333333333333
581,JDog Junk Removal,Services - Waste Management,45,4.94,0.00898326755239313,0.2039,42.44,98.4,59.55,66.79666666666667
3469,Pet Butler,Services - Waste Management,48,4.48,0.0013995935426971892,0.0244,17.63,72.3,16.85,35.593333333333334
2101,DoodyCalls,Services - Waste Management,38,4.62,0.010085945399393326,0.093,29.0,81.2,63.35,57.85
834,Go Mini's,Storage,34,4.61,0.004209972372056308,0.1143,30.68,80.51,40.1,50.43
3431,The Storage Mall,Storage,37,4.27,0.03,0.5926,70.74,52.42,91.01,71.39
812,Mobile Mini - Portable Storage & Offices,Storage,27,3.8,0.00034828036569438403,0.0,6.53,23.12,3.28,10.976666666666667
2111,Life Storage,Storage,51,4.78,0.0018796992481203006,0.495,64.82,91.1,21.95,59.28999999999999
3568,Red Dot Storage,Storage,35,3.61,0.017565038932818255,0.3636,56.35,14.91,74.68,48.64666666666667
440,Extra Space Storage,Storage,73,4.86,0.03,0.6437,73.47,95.25,91.01,86.57666666666667
2114,StorageMart,Storage,55,4.77,0.0016528925619834713,0.5929,70.87,90.41,19.53,60.27
2112,Moove In Self Storage,Storage,42,4.6,0.03,0.9615,96.46,79.9,91.01,89.12333333333333
2110,CubeSmart Self Storage,Storage,59,4.55,0.00026986911347996224,0.5742,69.75,76.79,2.59,49.71000000000001
2109,Extra Space Storage,Storage,68,4.85,0.018399657680787333,0.4896,64.48,94.64,75.89,78.33666666666666
2108,Public Storage,Storage,58,4.74,0.02079002079002079,0.5567,68.63,89.07,77.61,78.43666666666667
3304,UNITS Moving and Portable Storage,Storage,45,4.92,0.01022125272670614,0.898,90.84,97.54,63.7,84.02666666666666
912,Cruise America,Travel,26,3.68,0.00027353989163063076,0.039,20.14,18.02,2.68,13.613333333333332
2037,Expedia Cruises,Travel,45,4.44,0.00179440593948366,0.4667,62.92,68.67,21.0,50.86333333333334
84,Dream Vacations,Travel,31,4.83,0.005540267840763163,0.1522,36.3,93.39,48.31,59.333333333333336
2040,Budget Rent a Car,Travel,48,3.34,0.03,0.2671,48.83,7.95,91.01,49.26333333333334
2039,Avis Car Rental,Travel,53,3.52,0.03,0.4884,64.39,12.79,91.01,56.06333333333333
2043,Travel Leaders,Travel,37,4.37,0.000396027617613763,0.4719,63.44,62.06,3.54,43.01333333333333
2041,CWT,Travel,26,4.0,0.0033123689727463314,0.1961,41.1,33.79,33.62,36.169999999999995
2038,Hertz,Travel,43,3.3,0.016981772897090457,0.3897,58.17,6.78,73.73,46.22666666666667
72,Cruise Planners,Travel,32,4.76,0.0023672641190395673,0.2492,46.76,89.84,25.71,54.10333333333333
