brandid,brandname,category,overall_weighted_score,google_avg_rating,facebook_engagement_rate,google_perc_locations_in_3pack,google_perc_locations_in_3pack_percentile,google_avg_rating_percentile,facebook_engagement_rate_percentile,metric_average
35,BrightStar Care,Assisted Living,46,4.45,0.0034245680077379555,0.0682,25.32,69.53,34.4,43.083333333333336
3235,TheKey,Assisted Living,45,4.61,1.1014550220841733e-05,0.0,6.53,80.51,0.09,29.043333333333337
3643,National Church Residences,Assisted Living,25,3.9,0.01134824316479142,0.08,26.97,28.69,66.03,40.56333333333333
3516,Right At Home,Assisted Living,42,4.49,0.002213733831061724,0.4124,59.68,72.82,24.29,52.26333333333333
120,Home Instead Senior Care,Assisted Living,54,4.61,0.00198122043178598,0.9627,96.63,80.51,22.73,66.62333333333332
219,Right at Home,Assisted Living,47,4.44,0.0008923894698042563,0.3575,56.01,68.67,10.03,44.903333333333336
306,Oasis Senior Advisors,Assisted Living,35,4.99,0.008241237764445847,0.1304,33.54,99.83,56.87,63.413333333333334
521,ALG Senior,Assisted Living,37,3.47,0.022671146917128862,0.6591,74.63,11.5,78.82,54.98333333333333
520,Senior Lifestyle Corporation,Assisted Living,53,4.34,0.025534305870601213,0.6444,73.64,59.25,79.6,70.83
518,Five Star Senior Living,Assisted Living,49,4.5,0.025593718490549845,0.1667,38.42,73.34,79.69,63.81666666666666
517,Sunrise Senior Living,Assisted Living,46,4.14,0.0005112504679420605,0.7818,81.33,42.09,5.01,42.81
516,Brookdale Senior Living,Assisted Living,49,4.05,0.021444817502436913,0.6098,71.31,36.56,78.05,61.973333333333336
3515,Brightstar Care,Assisted Living,47,4.48,0.004476622084668951,0.33,54.11,72.3,41.92,56.10999999999999
3660,Anthem Memory Care,Assisted Living,58,4.17,0.015493152579886569,0.8421,85.83,44.55,72.0,67.46
522,Life Care Services LLC,Assisted Living,61,4.46,0.01091000750713726,0.2759,49.7,70.4,65.0,61.70000000000001
515,Atria Senior Living,Assisted Living,55,4.39,0.02771197179218776,0.4483,61.5,63.79,81.16,68.81666666666666
3010,National Wildlife Federation,Associations,28,3.97,0.00017992813141683777,0.0,6.53,31.94,1.3,13.256666666666666
3015,AARP,Associations,34,3.68,0.0030970502562323366,0.0133,15.43,18.02,31.11,21.52
3011,ACLU,Associations,29,3.27,0.0015931507406118611,0.0,6.53,6.05,18.58,10.386666666666665
3014,American Heart Association,Associations,31,4.11,0.001206062130162331,0.0,6.53,39.8,14.09,20.14
3018,The American Legion,Associations,39,4.52,0.03,0.0,6.53,74.33,91.01,57.29
3000,Kiwanis International,Associations,25,4.58,0.014487881407485675,0.0481,21.78,78.78,71.05,57.20333333333334
3017,United Way,Associations,38,4.36,0.003519623002724395,0.0954,29.21,61.24,35.26,41.903333333333336
3016,Alzheimer's Association,Associations,36,4.58,0.001216136301570368,0.0163,15.9,78.78,14.26,36.31333333333334
3019,Benevolent and Protective Order of Elks,Associations,38,4.54,0.01733020551558484,0.8646,87.55,75.89,74.33,79.25666666666666
3002,Lions Club,Associations,32,4.32,0.003561290456259583,0.4857,64.17,56.53,35.7,52.13333333333333
3009,Ducks Unlimited,Associations,29,3.76,0.005797063138555889,0.0323,19.14,21.43,49.35,29.973333333333333
3008,JDRF,Associations,33,4.44,0.0018737536959361892,0.0,6.53,68.67,21.87,32.35666666666667
3012,Rotary,Associations,31,4.77,0.011449711415760329,0.0229,17.46,90.41,66.29,58.05333333333334
3007,Make-A-Wish,Associations,37,4.38,0.01726943716661532,0.0619,24.63,62.75,74.24,53.873333333333335
3006,The Leukemia & Lymphoma Society,Associations,35,4.51,0.010142602233758987,0.0167,16.16,73.85,63.53,51.18
3001,Mothers Against Drunk Driving,Associations,29,3.91,0.005492629062553361,0.0833,27.48,29.26,48.06,34.93333333333334
3005,United Steelworkers,Associations,33,4.4,0.016599973615935973,0.813,83.49,65.0,73.12,73.87
3004,National Association of Social Workers,Associations,31,4.42,0.0016548965776738774,0.0,6.53,66.81,19.62,30.986666666666668
3003,Hillel,Associations,31,4.66,0.004798813683827518,0.0,6.53,84.01,44.43,44.99
3013,Best Buddies,Associations,35,3.82,0.002903624902160465,0.1389,34.57,23.77,29.82,29.386666666666667
547,Victory Automotive Group,Automotive - Dealers,69,4.25,0.0005331911490269262,0.0789,26.53,50.91,5.36,27.599999999999998
2004,Ken Garff,Automotive - Dealers,55,4.11,0.0005595183665900393,0.0,6.53,39.8,5.53,17.286666666666665
2003,AutoNation,Automotive - Dealers,59,3.99,0.0009171711107775945,0.0234,17.55,33.36,10.46,20.456666666666667
378,"Superior Auto, Inc",Automotive - Dealers,33,4.17,0.005108230636613243,0.2593,48.23,44.55,45.81,46.196666666666665
2002,Hendrick Automotive Group,Automotive - Dealers,68,4.61,0.004008523844804243,0.0189,16.72,80.51,38.81,45.34666666666667
370,Kia Motors,Automotive - Dealers,66,4.39,0.00796685591529845,0.4124,59.68,63.79,56.01,59.82666666666666
2001,Shottenkirk,Automotive - Dealers,61,4.28,0.007122739596220157,0.0204,17.11,53.33,53.93,41.45666666666667
2000,Carmax,Automotive - Dealers,50,4.24,0.008184741303712365,0.3023,51.94,49.91,56.61,52.81999999999999
3551,Mitsubishi,Automotive - Dealers,49,4.27,0.0028791257259072308,0.4321,61.11,52.42,29.73,47.75333333333333
3552,Manheim,Automotive - Dealers,44,4.04,0.0032269383991908574,0.866,87.73,36.04,33.02,52.26333333333334
41,Byrider,Automotive - Dealers,68,4.41,0.007401678388400182,0.1495,35.78,65.9,54.88,52.18666666666667
3656,DriveTime,Automotive - Dealers,50,4.83,0.0008474127429691224,0.26,48.44,93.39,8.99,50.27333333333333
3694,Chevrolet,Automotive - Dealers,61,4.45,0.0017670043915764722,0.2427,46.41,69.53,20.48,45.47333333333333
3566,EagleRider,Automotive - Dealers,37,4.15,0.013048552754435108,0.12,31.81,43.22,68.97,48.0
3629,CarMax,Automotive - Dealers,48,4.22,0.0029855838949074467,0.31,52.51,47.88,30.51,43.63333333333333
3278,Cadillac,Automotive - Dealers,56,4.4,0.00269459145475668,0.02,16.98,65.0,28.69,36.89
931,McLaren,Automotive - Dealers,64,2.81,0.004396665510132524,0.9375,94.55,1.04,41.66,45.75
3592,Harley Davidson,Automotive - Dealers,74,4.59,0.002929559934892145,0.8586,87.04,79.43,30.08,65.51666666666667
3181,Volvo,Automotive - Dealers,61,4.45,0.0028091755319148933,0.04,20.35,69.53,29.21,39.696666666666665
3157,Papé,Automotive - Dealers,51,4.36,0.0038732428858304353,0.5135,66.34,61.24,37.68,55.08666666666667
3546,MarineMax,Automotive - Dealers,52,4.32,0.0056265090862879655,0.6029,71.13,56.53,48.57,58.74333333333333
3648,Doherty Auto Group,Automotive - Dealers,63,4.33,0.004693324202255847,0.0,6.53,57.74,43.56,35.943333333333335
900,Action Car And Truck Accessories,Automotive - Parts & Service,48,4.39,0.004911706233189101,0.7632,80.12,63.79,44.86,62.923333333333325
3618,Mavis Tires & Brakes,Automotive - Parts & Service,54,4.64,0.01988329371082775,0.51,66.08,82.5,77.01,75.19666666666666
3496,TruckPro,Automotive - Parts & Service,33,4.34,0.012915129151291515,0.8941,90.49,59.25,68.89,72.87666666666667
3543,Mr. Lube + Tires,Automotive - Parts & Service,59,4.34,0.03,0.99,98.44,59.25,91.01,82.89999999999999
3602,Brake Masters,Automotive - Parts & Service,37,4.31,0.008254230293025175,0.0294,18.15,55.79,56.96,43.63333333333333
137,Jiffy Lube,Automotive - Parts & Service,66,4.36,0.012318070169006856,0.831,84.87,61.24,67.68,71.26333333333334
3258,GO Car Wash,Automotive - Parts & Service,48,4.21,0.0044936219559335135,0.7375,79.26,47.23,42.09,56.193333333333335
885,Tuffy Tire and Auto Service,Automotive - Parts & Service,62,4.38,0.0004345634375706166,0.2326,45.55,62.75,4.41,37.57
152,Maaco,Automotive - Parts & Service,50,4.22,0.002362669816893089,0.0,6.53,47.88,25.58,26.663333333333338
880,SpeeDee Oil Change & Auto Service,Automotive - Parts & Service,54,4.39,0.03,0.0145,15.64,63.79,91.01,56.81333333333333
160,Meineke Car Care Centers,Automotive - Parts & Service,64,4.37,0.001455427531837477,0.3051,52.12,62.06,17.63,43.93666666666667
865,Valvoline,Automotive - Parts & Service,47,4.35,0.012036940956729272,0.0022,13.05,60.33,67.16,46.846666666666664
860,Precision Tune Auto Care,Automotive - Parts & Service,56,4.29,0.008096875895672111,0.2807,50.13,54.24,56.44,53.60333333333333
46,CARSTAR,Automotive - Parts & Service,62,4.7,0.0029045504623910795,0.7768,80.9,86.65,29.9,65.81666666666668
858,Grease Monkey,Automotive - Parts & Service,61,4.51,0.0020496271422964546,0.0,6.53,73.85,23.08,34.486666666666665
3291,Christian Brothers Automotive,Automotive - Parts & Service,74,4.72,0.002941010123861773,0.53,67.24,87.9,30.16,61.76666666666666
3528,Republic Parking,Automotive - Parts & Service,36,2.94,0.012634932570817955,0.29,50.86,1.77,68.54,40.39000000000001
248,Take 5 Oil Change,Automotive - Parts & Service,57,4.49,0.026322751322751324,0.7863,81.59,72.82,80.29,78.23333333333333
809,Victory Lane Quick Oil Change,Automotive - Parts & Service,53,4.53,0.003538883482261347,0.9143,92.31,74.98,35.61,67.63333333333334
277,Advance Auto Parts,Automotive - Parts & Service,55,4.24,0.0017321016166281754,0.9045,91.36,49.91,19.97,53.74666666666666
287,O'Reilly Auto Parts,Automotive - Parts & Service,56,4.35,0.0026013143483022997,0.8509,86.86,60.33,27.83,58.339999999999996
3352,Caliber Collision,Automotive - Parts & Service,55,4.67,0.002262443438914027,0.3344,54.8,84.53,24.81,54.71333333333333
3295,Carquest - 2024 Renewal,Automotive - Parts & Service,53,4.56,0.006053935057787561,0.6528,73.98,77.48,50.13,67.19666666666667
3284,Carquest - All Time,Automotive - Parts & Service,49,4.54,0.012581781580271767,0.75,79.78,75.89,68.45,74.70666666666666
3156,Gateway Tire & Service,Automotive - Parts & Service,51,4.3,0.0011039832910637029,0.4524,62.1,54.97,13.31,43.46
161,Midas,Automotive - Parts & Service,53,4.23,0.03,0.2022,42.35,48.79,91.01,60.71666666666667
1229,AutoZone Auto Parts,Automotive - Parts & Service,57,4.28,0.010486177311725452,0.7424,79.52,53.33,64.39,65.74666666666667
3166,Pep Boys,Automotive - Parts & Service,52,3.91,0.0008337965536409117,0.61,71.48,29.26,8.82,36.52
7,AAMCO Transmission,Automotive - Parts & Service,42,4.25,0.004882423276205659,0.0451,21.61,50.91,44.77,39.096666666666664
444,Firestone Complete Auto Care,Automotive - Parts & Service,56,3.85,0.007662835249042145,0.3732,57.22,26.19,55.57,46.32666666666666
3638,Discount Tire,Automotive - Parts & Service,68,4.53,0.009582667870286785,0.56,68.76,74.98,61.62,68.45333333333333
3505,Ace Parking Management,Automotive - Parts & Service,18,2.71,0.027290448343079924,0.2162,43.82,0.65,80.73,41.733333333333334
3227,Sun Auto Service,Automotive - Parts & Service,68,4.53,0.0001792350879042674,0.375,57.39,74.98,1.21,44.52666666666667
3242,AutoZone Auto Parts,Automotive - Parts & Service,54,4.31,0.0017953321364452422,0.8433,86.0,55.79,21.09,54.29333333333333
3640,Walmart Auto Care Centers,Automotive - Parts & Service,46,3.43,0.005378905996851186,0.3,51.56,10.46,47.36,36.46
29,Big O Tires,Automotive - Parts & Service,70,4.28,0.00428864441543912,0.7879,81.76,53.33,40.62,58.57
304,British Swim School,Education,51,4.66,0.0018604931815439077,0.6842,76.75,84.01,21.61,60.79
669,Primrose School,Education,57,4.33,0.023553342217857893,0.0189,16.72,57.74,79.0,51.153333333333336
3540,BrightPath,Education,41,4.74,0.02395480225988701,0.5357,67.55,89.07,79.08,78.56666666666666
3221,Learning Care Group,Education,36,3.77,0.03,0.3922,58.25,21.95,91.01,57.07
157,Mathnasium Learning Centers,Education,42,4.88,0.002624157919473602,0.8593,87.12,95.89,28.18,70.39666666666666
2005,Sylvan Learning,Education,45,4.78,0.009668857431749242,0.8051,83.06,91.1,62.06,78.74
3297,Young Drivers of Canada,Education,32,4.12,0.00974780391045622,0.91,91.75,40.75,62.23,64.91
2006,The Princeton Review,Education,27,4.4,0.0009508196721311475,0.1163,31.03,65.0,11.24,35.75666666666667
3220,Cadence Education,Education,62,4.58,0.015396924517992348,0.3377,54.88,78.78,71.91,68.52333333333333
232,Snapology,Education,36,4.9,0.002076778960019796,0.0984,29.3,96.59,23.16,49.68333333333334
833,Children's Lighthouse,Education,58,4.64,0.0064226911430734284,0.0,6.53,82.5,51.51,46.846666666666664
3411,Kumon,Education,42,4.49,0.0018916212306665185,0.22,44.34,72.82,22.04,46.4
3606,Primrose Schools,Education,59,4.39,0.0204575200591817,0.31,52.51,63.79,77.27,64.52333333333333
3658,Jovie,Education,40,4.29,0.0019642506383814574,0.47,63.31,54.24,22.47,46.67333333333334
250,The Goddard School,Education,61,4.47,0.01374234597203662,0.173,39.59,71.43,69.92,60.31333333333333
144,Kumon Math & Reading Centers,Education,48,4.37,0.0035280282242257936,0.8307,84.79,62.06,35.44,60.76333333333334
3578,The Learning Experience,Education,58,4.54,0.019115196202212012,0.5,65.21,75.89,76.4,72.5
261,Tutor Doctor,Education,37,4.79,0.0017663336800580929,0.0727,26.19,91.79,20.4,46.126666666666665
610,Pierce Education Properties,Education,47,3.46,0.0018967452300785634,0.0,6.53,11.15,22.13,13.270000000000001
1235,JUMP! Swim Schools,Education,46,4.65,0.003990888725739349,0.0,6.53,83.32,38.72,42.85666666666666
59,Code Ninjas,Education,49,4.84,0.003335176300629581,0.0,6.53,93.99,33.88,44.800000000000004
1175,Learning Express Toys,Education,64,4.39,0.0007571413119565062,1.0,99.39,63.79,7.69,56.95666666666667
374,Mad Science,Education,38,4.79,0.0008795788846939742,0.0,6.53,91.79,9.59,35.970000000000006
3176,JEI Learning Centers,Education,40,4.69,0.0014147473261275536,0.3509,55.83,85.91,16.94,52.89333333333334
3422,Sunshine House,Education,40,4.33,0.03,0.4286,60.89,57.74,91.01,69.88
3571,KinderCare,Education,54,4.38,0.017094017094017096,0.21,43.09,62.75,73.98,59.94
3481,National Heritage Academies,Education,44,3.13,0.0024446149608468104,0.9286,93.86,3.11,26.36,41.11
987,Berlitz,Education,45,4.43,0.00040723041761894866,0.5714,69.53,67.8,3.72,47.01666666666666
3459,The Sunshine House,Education,43,4.33,0.03,0.4222,60.5,57.74,91.01,69.75
545,Bright Horizons,Education,41,4.54,0.012127794370531268,0.1074,30.16,75.89,67.33,57.79333333333333
18,AR Workshop,Education,56,4.94,0.0011067899822434285,0.7174,78.13,98.4,13.4,63.31
3219,Huntington Learning Center,Education,59,4.64,0.000930941096817874,0.7888,81.85,82.5,11.06,58.47
142,Kiddie Academy,Education,61,4.43,0.014852528659218782,0.2727,49.14,67.8,71.48,62.80666666666667
3511,School of Rock,Education,63,4.82,0.005644845678807618,0.9,90.92,93.0,48.75,77.55666666666667
2009,Marcus Theatres,Entertainment & Recreation,67,4.42,0.0006708714394224054,0.0526,23.21,66.81,6.66,32.22666666666667
3248,Sky Zone,Entertainment & Recreation,66,4.21,0.0010004031144653122,0.86,87.25,47.23,12.45,48.97666666666666
3265,AMF,Entertainment & Recreation,64,4.12,0.00039687970439304773,0.9468,95.51,40.75,3.63,46.629999999999995
265,Urban Air Adventure Park,Entertainment & Recreation,73,4.2,0.0005058258492183726,0.9035,91.27,46.63,4.93,47.61000000000001
2010,Color Me Mine,Entertainment & Recreation,68,4.46,0.001646491109983535,0.9655,96.89,70.4,19.36,62.216666666666676
2011,Sky Zone Trampoline Park,Entertainment & Recreation,68,4.26,0.0005247442163469874,0.8879,89.8,51.77,5.19,48.919999999999995
384,Topgolf,Entertainment & Recreation,78,4.43,0.009460909851741162,0.0,6.53,67.8,61.28,45.20333333333334
385,Main Event,Entertainment & Recreation,75,4.21,0.0004644806645528318,0.0882,27.83,47.23,4.67,26.576666666666668
3539,Wedgewood Weddings,Entertainment & Recreation,65,4.58,0.0012333018486034273,0.9216,93.22,78.78,14.61,62.20333333333334
3264,Bowlero,Entertainment & Recreation,70,4.18,0.0006462745934133292,0.9495,95.68,45.12,6.4,49.06666666666667
2008,AMC Theatres,Entertainment & Recreation,58,4.19,0.0017676582387644115,0.0033,13.31,45.94,20.57,26.606666666666666
1238,Ninja Parc,Entertainment & Recreation,44,4.47,0.0008670123055781124,0.0,6.53,71.43,9.25,29.070000000000004
32,Board & Brush Creative Studio,Entertainment & Recreation,65,4.85,0.002602410123727739,0.8805,88.94,94.64,27.92,70.5
3222,Fred Astaire Dance Studio,Entertainment & Recreation,60,4.89,0.006797907784903092,0.4,58.6,96.2,52.98,69.26
3519,Troon,Entertainment & Recreation,64,4.42,0.0016192368805011841,0.65,73.81,66.81,19.01,53.21
3641,Invited,Entertainment & Recreation,70,4.51,0.003434819183886962,0.5758,69.84,73.85,34.57,59.419999999999995
2007,Six Flags,Entertainment & Recreation,59,4.19,0.00045791523370415215,0.0,6.53,45.94,4.58,19.016666666666666
3310,Charles Schwab,Financial Services,27,3.68,0.03,0.0,6.53,18.02,91.01,38.52
3229,Network Funding,Financial Services,27,3.72,0.0007741988061039464,0.2414,46.2,19.88,8.04,24.706666666666667
3160,Northwestern Mutual,Financial Services,22,4.33,0.015112328211369744,0.1,29.6,57.74,71.74,53.026666666666664
3388,Fairway Independent Mortgage Company,Financial Services,35,4.78,0.007244392101010654,0.01,14.48,91.1,54.36,53.31333333333333
3334,Transamerica,Financial Services,28,3.49,0.018748512966928383,0.32,53.33,12.23,76.15,47.23666666666667
112,H&R Block,Financial Services,47,4.65,0.03,0.637,72.95,83.32,91.01,82.42666666666666
3300,Scotiabank,Financial Services,32,2.94,0.03,0.87,88.2,1.77,91.01,60.326666666666675
3341,Ameriprise Financial,Financial Services,27,4.57,0.012161927375919385,0.15,35.96,78.09,67.42,60.49000000000001
3302,BDC,Financial Services,24,2.77,0.0014378145219266715,0.0,6.53,0.95,17.2,8.226666666666667
3267,Advance Financial,Financial Services,46,4.63,0.011614401858304299,0.5208,66.81,81.76,66.64,71.73666666666666
122,HomeVestors,Financial Services,32,4.13,0.03,0.0,6.53,41.44,91.01,46.326666666666675
3036,Thrive Mortgage,Financial Services,33,4.71,0.005894866340313196,0.32,53.33,87.29,49.7,63.44
3416,PGIM Real Estate,Financial Services,19,4.62,0.03,0.0,6.53,81.2,91.01,59.580000000000005
3269,TitleMax Title Loans,Financial Services,49,4.96,0.00046882325363338024,0.12,31.81,99.14,4.75,45.23333333333333
3327,RBC Wealth Management,Financial Services,26,5.0,0.03,0.01,14.48,99.96,91.01,68.48333333333333
3394,Advance America,Financial Services,56,4.93,0.022435897435897436,0.82,83.84,97.93,78.65,86.80666666666667
342,Coinstar,Financial Services,23,3.44,0.03,0.0,6.53,10.8,91.01,36.11333333333334
131,Jackson Hewitt,Financial Services,50,4.63,0.0096,0.2635,48.57,81.76,61.71,64.01333333333334
3230,Prime Lending,Financial Services,40,4.83,0.0017303844697993836,0.31,52.51,93.39,19.88,55.26
146,Liberty Tax Service,Financial Services,36,4.36,0.0018619934282584887,0.365,56.53,61.24,21.69,46.48666666666667
3231,NRL Mortgage,Financial Services,33,4.94,0.011504424778761062,0.3492,55.53,98.4,66.46,73.46333333333332
3299,Vanguard,Financial Services,20,3.18,0.03,0.0,6.53,3.98,91.01,33.84
3314,Fidelity Investments,Financial Services,20,3.51,0.03,0.0,6.53,12.66,91.01,36.733333333333334
3320,Movement Mortgage,Financial Services,31,4.84,0.007403511610971762,0.0,6.53,93.99,54.97,51.830000000000005
1248,Ace Cash Express,Financial Services,39,4.78,0.005376344086021505,0.3424,55.06,91.1,47.28,64.48
1245,Virtu Investments,Financial Services,47,4.14,0.003153013910355487,0.5,65.21,42.09,32.5,46.6
3292,NEXA Mortgage,Financial Services,29,4.85,0.0045621342854309235,0.1546,36.56,94.64,42.61,57.93666666666667
3315,Fidelity National Financial,Financial Services,32,4.12,0.027489566981890576,0.36,56.22,40.75,80.99,59.31999999999999
2012,Edward Jones,Financial Services,28,4.33,0.009055876685934489,0.7172,78.05,57.74,59.81,65.2
2013,Morgan Stanley Financial Advisors,Financial Services,22,3.98,0.014796043488923405,0.216,43.73,32.71,71.31,49.25
3319,Morgan Stanley,Financial Services,22,5.0,0.003433087187459516,0.0,6.53,99.96,34.49,46.99333333333333
3405,Speedycash,Financial Services,34,4.56,0.00041597337770382697,0.0,6.53,77.48,3.89,29.3
3365,Stewart Title,Financial Services,34,4.26,0.006318817001249237,0.41,59.51,51.77,50.99,54.09
3579,Gold Financial Services,Financial Services,38,4.39,0.004497269514937359,0.2,41.83,63.79,42.18,49.26666666666667
448,Magnolia Capital,Financial Services,55,3.99,0.0005184909658584971,0.3333,54.45,33.36,5.1,30.97
3584,AmCap,Financial Services,39,4.23,0.003760243598389635,0.5714,69.53,48.79,37.08,51.79999999999999
3317,Lincoln Financial Group,Financial Services,23,2.55,0.03,0.6667,75.32,0.52,91.01,55.61666666666667
870,Nicolet National Bank,Financial Services - Banks & Credit Unions,35,3.95,0.027175128606575713,0.549,68.19,30.64,80.55,59.79333333333333
3239,United Bank,Financial Services - Banks & Credit Unions,27,3.83,0.03,0.1,29.6,24.42,91.01,48.343333333333334
3330,U.S. Bank,Financial Services - Banks & Credit Unions,38,3.28,0.03,0.36,56.22,6.35,91.01,51.193333333333335
3251,aZions Bancorporation,Financial Services - Banks & Credit Unions,20,3.41,0.006528467153284671,0.07,25.71,9.98,52.12,29.27
928,First Financial Bank,Financial Services - Banks & Credit Unions,45,3.75,0.0009610239657551607,0.5517,68.45,21.0,11.75,33.733333333333334
3688,BMO Bank of Montreal,Financial Services - Banks & Credit Unions,40,3.04,0.03,0.85,86.6,2.16,91.01,59.923333333333325
3560,Cornerstone Bank,Financial Services - Banks & Credit Unions,48,4.12,0.005944444444444445,0.8052,83.15,40.75,49.96,57.95333333333334
2022,Regions Bank,Financial Services - Banks & Credit Unions,43,3.24,0.002543557253330849,0.5165,66.46,5.4,27.31,33.056666666666665
3432,Academy Bank,Financial Services - Banks & Credit Unions,41,3.79,0.016181229773462785,0.4857,64.17,22.64,72.86,53.223333333333336
3588,Tri Counties Bank,Financial Services - Banks & Credit Unions,39,3.97,0.03,0.5323,67.42,31.94,91.01,63.45666666666667
3240,Cardinal Financial Company,Financial Services - Banks & Credit Unions,33,3.38,0.003977659157890398,0.1313,33.62,9.08,38.46,27.05333333333333
876,American Savings Bank,Financial Services - Banks & Credit Unions,29,3.99,0.03,0.4038,58.9,33.36,91.01,61.089999999999996
3311,Comerica Bank,Financial Services - Banks & Credit Unions,25,3.33,0.004273504273504274,0.59,70.53,7.52,40.45,39.5
1224,Hancock Whitney Bank,Financial Services - Banks & Credit Unions,40,3.59,0.010208514335360555,0.2381,45.85,14.17,63.61,41.21
3331,Wells Fargo,Financial Services - Banks & Credit Unions,31,3.07,0.03,0.12,31.81,2.55,91.01,41.79
3251,aZions Bancorporation,Financial Services - Banks & Credit Unions,19,3.41,0.006528467153284671,0.07,25.71,9.98,52.12,29.27
3601,J.P. Morgan,Financial Services - Banks & Credit Unions,21,3.29,0.03,0.0,6.53,6.57,91.01,34.70333333333334
3686,Desjardins,Financial Services - Banks & Credit Unions,39,3.34,0.004358629257687131,0.29,50.86,7.95,41.31,33.373333333333335
2023,Fifth Third Bank,Financial Services - Banks & Credit Unions,34,3.21,0.0025219408857056393,0.3693,56.96,4.75,27.14,29.616666666666664
3689,RBC Royal Bank,Financial Services - Banks & Credit Unions,33,3.01,0.003103448275862069,0.97,97.23,2.07,31.63,43.64333333333334
3169,Centennial Bank,Financial Services - Banks & Credit Unions,34,3.82,0.023994196752413367,0.57,69.27,23.77,79.17,57.40333333333333
3251,aZions Bancorporation,Financial Services - Banks & Credit Unions,33,3.41,0.006528467153284671,0.07,25.71,9.98,52.12,29.27
2020,Prudential Bank,Financial Services - Banks & Credit Unions,23,4.22,0.005906198501196877,0.0,6.53,47.88,49.78,34.73
403,Umpqua Bank,Financial Services - Banks & Credit Unions,42,3.69,0.03,0.3279,53.93,18.71,91.01,54.550000000000004
3257,Members 1st Federal Credit Union,Financial Services - Banks & Credit Unions,35,3.82,0.03,0.7647,80.25,23.77,91.01,65.01
3466,National Bank,Financial Services - Banks & Credit Unions,36,3.29,0.03,0.8938,90.41,6.57,91.01,62.663333333333334
2019,Santander Bank,Financial Services - Banks & Credit Unions,31,3.53,0.018,0.6603,74.94,12.88,75.19,54.336666666666666
2018,PNC Bank,Financial Services - Banks & Credit Unions,27,3.21,0.03,0.2661,48.75,4.75,91.01,48.169999999999995
2017,Bank of America,Financial Services - Banks & Credit Unions,47,2.49,0.03,0.2739,49.44,0.39,91.01,46.946666666666665
2016,Citizens,Financial Services - Banks & Credit Unions,38,3.31,0.005140842078429707,0.4211,60.33,7.04,46.15,37.84
2015,Wells Fargo Bank,Financial Services - Banks & Credit Unions,31,3.15,0.0258958694264612,0.4066,59.29,3.46,79.95,47.56666666666666
3249,Zions Bank,Financial Services - Banks & Credit Unions,41,3.19,0.03,0.57,69.27,4.28,91.01,54.85333333333333
3301,Huntington Bank,Financial Services - Banks & Credit Unions,30,3.15,0.00987306064880113,0.45,61.8,3.46,62.49,42.583333333333336
565,Chase Bank,Financial Services - Banks & Credit Unions,36,3.16,0.03,0.2976,51.17,3.72,91.01,48.63333333333333
2014,BMO Harris Bank,Financial Services - Banks & Credit Unions,35,3.24,0.0009018294254058232,0.4535,62.32,5.4,10.11,25.94333333333333
642,Prosperity Bank,Financial Services - Banks & Credit Unions,30,3.49,0.026184538653366583,0.4923,64.65,12.23,80.21,52.36333333333334
3339,M&T Bank,Financial Services - Banks & Credit Unions,30,3.38,0.01282051282051282,0.37,57.04,9.08,68.8,44.973333333333336
3471,Commerce Bank,Financial Services - Banks & Credit Unions,36,3.64,0.03,0.2,41.83,16.12,91.01,49.653333333333336
3316,Fifth Third Bank ,Financial Services - Banks & Credit Unions,31,3.16,0.03,0.05,22.52,3.72,91.01,39.083333333333336
3271,SchoolsFirst Federal Credit Union,Financial Services - Banks & Credit Unions,42,4.33,0.006407766990291263,0.6957,77.18,57.74,51.17,62.03000000000001
816,Meridian Credit Union,Financial Services - Banks & Credit Unions,41,3.78,0.03,0.9014,91.05,22.3,91.01,68.12
3418,First Security Bank,Financial Services - Banks & Credit Unions,37,4.08,0.03,0.2308,45.46,37.99,91.01,58.153333333333336
817,FirstOntario Credit Union,Financial Services - Banks & Credit Unions,40,3.73,0.03,0.9286,93.86,20.27,91.01,68.38
3272,Navy Federal Credit Union,Financial Services - Banks & Credit Unions,52,3.84,0.018488802065164303,0.28,50.0,25.28,76.06,50.446666666666665
3249,Zions Bank,Financial Services - Banks & Credit Unions,23,3.19,0.03,0.57,69.27,4.28,91.01,54.85333333333333
992,The Perfect Workout,Fitness,47,4.84,0.0016101694915254237,0.4286,60.89,93.99,18.76,57.879999999999995
73,Crunch Fitness,Fitness,78,4.08,0.0010107575185544497,0.6154,71.82,37.99,12.53,40.78
3659,The Edge Fitness Clubs,Fitness,69,4.15,0.0030986825846434614,0.6744,76.1,43.22,31.33,50.21666666666666
58,Club Pilates,Fitness,64,4.58,0.004998303328228033,0.0,6.53,78.78,45.38,43.56333333333333
40,Burn Boot Camp,Fitness,63,4.86,0.0045840802419299664,0.1758,39.84,95.25,42.78,59.29
3659,The Edge Fitness Clubs,Fitness,58,4.15,0.0030986825846434614,0.6744,76.1,43.22,31.33,50.21666666666666
1239,Genesis Health and Fitness,Fitness,50,4.33,0.0030995154140277645,0.0,6.53,57.74,31.55,31.939999999999998
16,Anytime Fitness,Fitness,62,4.31,0.0011464107919657018,0.8753,88.59,55.79,13.57,52.65
980,HOTWORX,Fitness,57,4.7,0.002284502846490547,0.0366,19.62,86.65,24.89,43.720000000000006
4,9 Round,Fitness,61,4.84,0.004260828625235405,0.3656,56.7,93.99,40.28,63.656666666666666
